"Id","sales"
296,6856.508
297,7582.7812
298,8378.609
299,8403.537
300,4662.139
301,5950.6885
302,4869.36
303,6805.6694
304,3295.1477
305,4477.506
306,4537.6226
307,4226.928
308,6139.7417
309,3763.0728
310,3687.254
311,4799.6577
312,2325.09
313,3818.9426
314,4467.574
315,5240.2417
316,7470.448
317,5678.9624
318,4352.47
319,5197.4907
320,5085.77
321,9040.739
322,6435.2573
323,4285.316
324,2691.0686
325,7948.889
326,3806.7527
327,5530.116
328,2645.4502
329,4177.4946
330,5156.7354
331,4660.9272
332,3418.6821
333,5421.3027
334,7770.785
335,9019.116
336,4888.5337
337,6945.241
338,2713.8562
339,4162.5884
340,5061.043
341,3524.205
342,7058.457
343,4094.5952
344,4377.541
345,7022.48
346,9422.934
347,7176.1577
348,4471.185
349,4346.9795
350,7218.789
351,5929.808
352,5134.419
353,2968.7607
354,6172.149
355,7556.463
356,4002.6333
357,5005.0874
358,6355.5024
359,6321.107
360,11115.91
361,5662.869
362,11026.078
363,4466.3784
364,4326.0864
365,2930.048
366,5336.189
367,4010.3716
368,4123.368
369,6380.674
370,2961.512
371,3478.0388
372,5772.78
373,3063.1118
374,5303.0977
375,5470.176
376,5124.4414
377,6687.0923
378,4178.998
379,7503.011
380,5969.912
381,4114.378
382,3171.3704
383,3545.4092
384,8929.656
385,5490.814
386,3895.184
387,6287.8896
388,6948.95
389,5395.2886
390,5066.513
391,6731.82
392,4685.4746
393,3877.4097
394,4117.086
395,7422.608
396,4752.287
397,4718.0376
398,3575.358
399,4377.2715
400,3186.5
401,4273.0347
402,5423.433
403,7153.9497
404,8835.573
405,8821.749
406,6466.2188
407,4391.6455
408,4012.2107
409,8910.133
410,7698.8125
411,4609.243
412,6663.7593
413,6866.683
414,4462.879
415,3190.955
416,9227.065
417,3239.491
418,5486.7754
419,4087.443
420,2212.4124
421,8696.552
422,3936.8354
423,4085.8933
424,3786.2256
425,4853.2686
426,5416.238
427,6280.8667
428,5718.6416
429,3585.3125
430,3286.7742
431,3650.1064
432,2707.1885
433,5722.2563
434,17919.697
435,4674.7847
436,4496.62
437,5444.1646
438,3922.3794
439,4343.6797
440,3933.182
441,3800.3164
442,4689.0425
443,5659.6177
444,2512.8276
445,7267.839
446,3275.3062
447,4139.105
448,7663.786
449,6912.6646
450,8563.712
451,4432.7515
452,5843.5493
453,3856.921
454,4893.6816
455,12236.088
456,5927.8267
457,5081.6587
458,3605.3242
459,4042.4485
460,4674.998
461,3670.2788
462,7873.8467
463,4162.5146
464,4547.638
465,5718.9824
466,3999.7903
467,5165.038
468,5430.249
469,5482.6353
470,5718.488
471,3439.9138
472,4779.233
473,4357.663
474,8064.551
475,6986.4272
476,5522.11
477,2716.1787
478,5805.988
479,4861.698
480,3576.7607
481,5807.415
482,5790.7524
483,5149.898
484,4811.075
485,5135.2744
486,5206.0405
487,4389.0444
488,5691.6274
489,5010.103
490,3627.986
491,6791.5005
492,4381.14
493,3937.6665
494,9456.0205
495,4824.949
496,3009.5007
497,6654.3447
498,5941.578
499,8785.027
500,4020.1982
501,4731.458
502,4103.764
503,6270.9106
504,4866.2646
505,6453.119
506,2669.449
507,4928.5664
508,5077.9604
509,4705.567
510,2751.8872
511,5786.6377
512,7013.5957
513,3586.366
514,6791.767
515,5691.275
516,7261.787
517,2751.2605
518,4103.0537
519,4448.256
520,5713.884
521,6691.8174
522,3590.293
523,7031.4326
524,5447.615
525,5936.9536
526,4315.435
527,2829.7974
528,4607.827
529,5401.987
530,6711.932
531,5914.4126
532,4604.7563
533,6920.204
534,5478.1445
535,5358.619
536,5895.3945
537,4384.591
538,6320.6284
539,8718.084
540,6931.7314
541,3437.7993
542,3553.38
543,2771.1738
544,2716.1758
545,6508.068
546,3717.8271
547,6761.384
548,2791.5886
549,4963.201
550,4320.378
551,9092.123
552,3597.0842
553,3836.3674
554,4548.345
555,6603.163
556,3476.5022
557,5978.6504
558,6366.9336
559,8248.064
560,5601.4644
561,5563.037
562,4792.2114
563,3731.5095
564,4266.913
565,8612.979
566,7588.392
567,5400.8374
568,14799.621
569,5020.8267
570,3379.2656
571,5016.2695
572,6965.847
573,5880.0356
574,5661.2554
575,6233.6387
576,6571.9243
577,5774.0977
578,4816.148
579,4740.8213
580,4397.3506
581,3032.1655
582,3505.0557
583,4315.9043
584,7184.806
585,13588.155
586,4972.9556
587,3984.7517
588,5691.53
589,3028.064
590,5119.8047
591,2812.7202
592,6952.307
593,4256.9575
594,5022.0566
595,10734.58
596,10457.566
597,5505.4556
598,4955.1743
599,2865.7666
600,4828.9062
601,4549.3096
602,6395.4897
603,3939.1362
604,3187.1165
605,4141.9062
606,4501.2324
607,6579.923
608,5147.2666
609,2713.1353
610,6087.0337
611,6119.5684
612,6101.215
613,3947.9949
614,3725.0354
615,5872.179
616,2434.3887
617,8137.0303
618,4522.2886
619,3977.574
620,5651.4575
621,4964.2905
622,3176.9802
623,3884.5425
624,4204.7715
625,8077.943
626,7720.8936
627,4905.713
628,3450.922
629,4751.752
630,5656.884
631,4279.5986
632,4960.5425
633,5090.326
634,7529.6074
635,6488.655
636,4769.289
637,5570.7026
638,2880.1533
639,7233.189
640,4920.389
641,10453.671
642,5408.2686
643,4579.8896
644,4129.347
645,2590.465
646,6125.466
647,11231.903
648,3475.1338
649,3922.9521
650,7543.0
651,5938.3535
652,5268.884
653,6700.1177
654,5023.962
655,3879.3513
656,3819.7224
657,7561.861
658,4651.2676
659,5905.5825
660,6020.0586
661,3659.3987
662,5801.3237
663,4633.286
664,2735.9075
665,7213.8555
666,7228.044
667,3471.675
668,6082.074
669,5654.692
670,3989.6584
671,7899.42
672,5022.414
673,7241.923
674,3746.7476
675,4192.216
676,5409.8457
677,2307.984
678,6073.664
679,3450.9377
680,5467.2437
681,3938.6328
682,3788.7605
683,4303.551
684,5235.8174
685,5606.5083
686,6498.754
687,3640.9714
688,6613.171
689,5133.563
690,6900.9697
691,7557.0527
692,5744.1655
693,2889.0054
694,4008.3374
695,6032.31
696,4198.6074
697,8492.667
698,3928.0603
699,7406.572
700,9134.055
701,5046.9795
702,3530.2048
703,7533.5703
704,8229.076
705,4774.3403
706,7322.695
707,7867.7363
708,3856.7234
709,4394.755
710,5543.1543
711,3435.0757
712,3742.3938
713,6035.778
714,3961.5454
715,5381.2754
716,5925.0117
717,5336.0786
718,6568.8877
719,4801.6226
720,5952.534
721,3300.6475
722,4605.4
723,5593.822
724,4672.8853
725,5854.3667
726,5840.163
727,7804.027
728,4921.67
729,3516.3088
730,4941.033
731,5705.4624
732,6678.948
733,3646.4905
734,3459.1416
735,6951.143
736,6464.1787
737,4724.9297
738,6297.7925
739,4935.706
740,5799.346
741,3794.2698
742,3291.6401
743,5486.5684
744,5366.9136
745,5340.8853
746,8000.256
747,7111.4463
748,3973.2542
749,7242.6333
750,2703.1934
751,2768.7407
752,5126.3853
753,9127.916
754,6399.421
755,5690.7534
756,3045.2004
757,5855.532
758,8740.761
759,4948.9224
760,6852.251
761,5299.16
762,3914.0747
763,3243.6858
764,4692.0376
765,4792.858
766,3654.235
767,4286.1094
768,3533.5996
769,5418.7837
770,6167.9365
771,3262.4949
772,5106.9097
773,5722.7104
774,4374.2715
775,3118.9749
776,7232.3535
777,6622.536
778,3803.692
779,3353.037
780,10314.259
781,4958.4717
782,4399.2266
783,5716.4395
784,7527.911
785,6008.764
786,5076.9146
787,6135.6704
788,7796.8984
789,8808.423
790,3828.4292
791,3981.2166
792,4074.3745
793,5799.512
794,3654.2502
795,6616.239
796,7135.637
797,4695.726
798,3418.2522
799,5498.5728
800,7036.6533
801,3963.9507
802,5583.3813
803,2639.2998
804,6136.828
805,5937.664
806,5973.988
807,7436.6665
808,4963.8745
809,2241.7886
810,5323.008
811,5931.046
812,6905.227
813,6011.5894
814,5898.0264
815,5310.098
816,3471.4844
817,7697.142
818,2619.51
819,9210.178
820,3667.7485
821,3590.109
822,5762.171
823,5005.968
824,5582.349
825,5768.511
826,2870.8533
827,3671.7947
828,5430.4023
829,7263.104
830,6149.9907
831,4091.8535
832,5189.239
833,6661.8926
834,5124.4097
835,4157.698
836,8289.273
837,6807.177
838,9673.101
839,3135.4124
840,4380.8833
841,9467.15
842,7346.5547
843,4469.523
844,8245.127
845,5554.9077
846,3988.5786
847,3408.6653
848,3592.156
849,4027.015
850,3837.8076
851,3251.413
852,4428.105
853,8684.324
854,5521.032
855,16882.824
856,5006.3687
857,97.77442
858,141.58916
859,182.41945
860,160.74901
861,153.96288
862,114.89486
863,186.00797
864,132.93196
865,87.886345
866,111.4225
867,127.23169
868,187.54584
869,121.23243
870,138.35733
871,102.77458
872,70.24857
873,98.98974
874,193.08493
875,191.73051
876,246.79399
877,127.8487
878,124.71076
879,98.03743
880,54.311092
881,174.12761
882,198.37775
883,219.15605
884,122.92518
885,101.0111
886,121.6413
887,70.692986
888,226.28165
889,171.21541
890,91.03319
891,87.96248
892,171.82088
893,88.37904
894,118.86775
895,74.650406
896,131.15569
897,172.52661
898,106.95174
899,177.5593
900,86.33607
901,96.58217
902,154.98201
903,136.8509
904,197.43633
905,103.52618
906,136.20612
907,141.75638
908,214.36732
909,174.57996
910,163.09686
911,96.95116
912,91.40975
913,141.74956
914,146.91994
915,166.03665
916,150.4977
917,104.27221
918,140.16609
919,136.87572
920,199.43533
921,80.94649
922,286.31427
923,104.827934
924,105.98398
925,139.55934
926,131.9825
927,135.94809
928,132.11401
929,146.53568
930,119.60588
931,90.4768
932,83.190605
933,142.43083
934,130.18791
935,76.35534
936,165.16895
937,203.11469
938,107.50597
939,86.553345
940,142.61551
941,97.22805
942,202.45078
943,157.28857
944,100.84319
945,215.2916
946,117.87739
947,180.39114
948,3491.4067
949,103.33422
950,93.34255
951,66.33121
952,114.135506
953,184.46126
954,110.5819
955,101.30102
956,116.351326
957,120.923195
958,51.093838
959,148.32886
960,98.129684
961,134.96817
962,163.17453
963,87.00487
964,131.4811
965,243.92744
966,130.16023
967,178.84473
968,171.94624
969,73.16213
970,174.55971
971,104.847984
972,164.51752
973,179.69374
974,125.85087
975,259.1894
976,206.09578
977,134.95029
978,111.3597
979,172.45851
980,135.31674
981,118.876816
982,83.19123
983,128.25932
984,145.49747
985,185.95033
986,97.398415
987,182.51425
988,114.6915
989,64.24211
990,113.18945
991,119.11952
992,179.22343
993,80.57754
994,134.53442
995,118.09342
996,84.12917
997,155.07571
998,81.54147
999,134.25803
1000,100.5307
1001,204.60278
1002,218.03587
1003,143.91533
1004,110.85288
1005,129.17409
1006,100.41309
1007,227.20067
1008,123.65353
1009,157.63101
1010,151.90962
1011,116.468185
1012,102.44254
1013,95.064835
1014,170.12027
1015,250.98582
1016,1816.4336
1017,57.868973
1018,106.01273
1019,164.87614
1020,171.80203
1021,112.26014
1022,218.96445
1023,88.73699
1024,121.73111
1025,79.64406
1026,118.85559
1027,118.27769
1028,158.26428
1029,141.68105
1030,117.449326
1031,140.57227
1032,157.62491
1033,137.30334
1034,66.03927
1035,212.36554
1036,255.32742
1037,139.98695
1038,187.76633
1039,88.84897
1040,129.7865
1041,79.01586
1042,101.80977
1043,124.659355
1044,209.87985
1045,148.60718
1046,187.28342
1047,137.76772
1048,88.416695
1049,170.88702
1050,391.30914
1051,178.3902
1052,155.4351
1053,45.138565
1054,158.99092
1055,192.05618
1056,141.37025
1057,11781.876
1058,21604.521
1059,46.343506
1060,106.248924
1061,155.16255
1062,90.877525
1063,233.50224
1064,131.4941
1065,172.72939
1066,3841.3372
1067,137.71356
1068,147.67886
1069,115.51191
1070,92.27373
1071,109.404106
1072,113.144005
1073,153.52066
1074,107.96425
1075,117.27127
1076,156.75244
1077,76.52833
1078,161.5914
1079,133.31606
1080,130.55826
1081,136.92513
1082,158.9994
1083,155.95651
1084,142.39844
1085,5778.4062
1086,124.28714
1087,141.07552
1088,84.44418
1089,119.58391
1090,144.3361
1091,113.70739
1092,67.84816
1093,188.22046
1094,146.88783
1095,2193.3984
1096,135.25244
1097,117.106804
1098,159.7247
1099,85.030205
1100,251.50682
1101,94.95281
1102,191.29855
1103,300.93555
1104,180.75049
1105,181.79881
1106,100.43018
1107,83.52719
1108,130.32333
1109,72.909584
1110,174.51984
1111,188.39568
1112,141.14641
1113,7908.9043
1114,305.83188
1115,94.19167
1116,125.21978
1117,99.05621
1118,127.34957
1119,131.03622
1120,222.24515
1121,145.08827
1122,148.51242
1123,114.78482
1124,147.1276
1125,91.265816
1126,254.48907
1127,126.316444
1128,117.459785
1129,132.7581
1130,5276.673
1131,172.57196
1132,150.32423
1133,118.68648
1134,290.8872
1135,150.15904
1136,192.29369
1137,70.63447
1138,81.90394
1139,159.25165
1140,229.13632
1141,146.51265
1142,153.07478
1143,155.92444
1144,163.08978
1145,77.996704
1146,150.34097
1147,121.14187
1148,66.13111
1149,293.45453
1150,327.18417
1151,71.449875
1152,178.69327
1153,235.78929
1154,232.81645
1155,208.95868
1156,136.7505
1157,155.80513
1158,96.38304
1159,148.02367
1160,76.30747
1161,120.85405
1162,104.01499
1163,92.02566
1164,187.52551
1165,84.5592
1166,90.70277
1167,90.54023
1168,64.25703
1169,143.87971
1170,95.32168
1171,125.84249
1172,190.82787
1173,145.88196
1174,131.60565
1175,134.15622
1176,128.77852
1177,235.52956
1178,172.73906
1179,103.03148
1180,90.324265
1181,172.08752
1182,91.86226
1183,110.96137
1184,61.236378
1185,122.949425
1186,53.265644
1187,97.351
1188,105.63328
1189,173.67728
1190,182.31972
1191,208.28575
1192,1084.7068
1193,147.8067
1194,84.91747
1195,116.35816
1196,120.212715
1197,98.11851
1198,135.86441
1199,120.4697
1200,111.46565
1201,183.95746
1202,245.06827
1203,175.09598
1204,128.53294
1205,142.91418
1206,5423.32
1207,155.56178
1208,123.18571
1209,90.31585
1210,126.76016
1211,205.73235
1212,83.37596
1213,146.45308
1214,173.87137
1215,144.56886
1216,300.49915
1217,154.46294
1218,302.8937
1219,138.44923
1220,132.42673
1221,75.17995
1222,130.61264
1223,86.7933
1224,108.12404
1225,147.4185
1226,72.66358
1227,125.51349
1228,103.848915
1229,63.388123
1230,77.08108
1231,166.49472
1232,133.80254
1233,161.46506
1234,140.1884
1235,215.4401
1236,182.53645
1237,98.73693
1238,90.45965
1239,166.66278
1240,196.9482
1241,144.47337
1242,89.655785
1243,165.55174
1244,218.32253
1245,146.63713
1246,146.93355
1247,168.75871
1248,134.23979
1249,4522.206
1250,106.72307
1251,206.38513
1252,119.95873
1253,105.45697
1254,103.92113
1255,70.88596
1256,80.806526
1257,107.97875
1258,165.48
1259,1584.727
1260,200.40605
1261,182.21194
1262,190.12747
1263,4521.251
1264,93.42936
1265,187.00172
1266,204.01247
1267,133.22278
1268,162.7369
1269,153.1736
1270,91.625755
1271,71.79808
1272,259.62717
1273,62.12148
1274,150.23193
1275,89.805504
1276,53.21692
1277,263.94995
1278,103.95444
1279,140.7573
1280,87.35612
1281,110.381454
1282,179.53105
1283,240.15031
1284,136.72643
1285,88.30432
1286,99.96571
1287,84.037674
1288,79.49975
1289,136.40929
1290,18135.559
1291,124.73686
1292,104.057014
1293,144.4568
1294,102.67429
1295,109.79256
1296,101.79685
1297,80.963326
1298,125.51477
1299,134.12556
1300,78.123344
1301,156.65047
1302,70.5056
1303,90.52948
1304,5376.5312
1305,138.08058
1306,208.78827
1307,153.67131
1308,139.69946
1309,91.93474
1310,132.4319
1311,285.71646
1312,162.94138
1313,123.04524
1314,86.95807
1315,60.701405
1316,127.95049
1317,98.143616
1318,177.96417
1319,115.022255
1320,128.68369
1321,134.18869
1322,90.42431
1323,130.64104
1324,184.80142
1325,155.81639
1326,144.35101
1327,54.705032
1328,131.51999
1329,131.29295
1330,180.79086
1331,111.00695
1332,119.87271
1333,23.250566
1334,131.00455
1335,104.48902
1336,86.285774
1337,166.15956
1338,148.9465
1339,147.46205
1340,123.80195
1341,181.75949
1342,168.38535
1343,129.77269
1344,152.18439
1345,127.122444
1346,117.72761
1347,155.95587
1348,120.39559
1349,119.47409
1350,271.68066
1351,169.20518
1352,87.34188
1353,156.52649
1354,188.32915
1355,233.49196
1356,125.89381
1357,90.191284
1358,122.842735
1359,140.00652
1360,115.93688
1361,177.26906
1362,66.7728
1363,110.06947
1364,140.65617
1365,113.43738
1366,34.64747
1367,123.92712
1368,180.88434
1369,88.88494
1370,200.92416
1371,127.10509
1372,182.05849
1373,62.11352
1374,84.47652
1375,132.11073
1376,126.734314
1377,207.01306
1378,102.10019
1379,8854.845
1380,243.65968
1381,133.38727
1382,95.106415
1383,74.37769
1384,92.93264
1385,168.39116
1386,173.81673
1387,134.30539
1388,137.52695
1389,125.41763
1390,143.8476
1391,155.19801
1392,154.10355
1393,150.34395
1394,170.69171
1395,199.49136
1396,158.493
1397,81.68657
1398,105.01731
1399,49.5358
1400,69.94662
1401,248.36453
1402,102.08082
1403,154.70042
1404,72.365326
1405,128.59839
1406,121.79525
1407,219.92996
1408,91.742096
1409,97.58803
1410,114.20667
1411,169.29169
1412,78.46419
1413,215.80414
1414,189.94878
1415,197.08623
1416,108.859795
1417,119.39349
1418,120.62405
1419,87.97063
1420,83.953865
1421,222.60439
1422,186.13248
1423,3780.4297
1424,14604.383
1425,146.25972
1426,97.45661
1427,121.288506
1428,187.9234
1429,153.66856
1430,115.90882
1431,143.49167
1432,145.49384
1433,119.16309
1434,110.76654
1435,114.764
1436,108.59261
1437,77.70414
1438,93.37212
1439,141.70088
1440,195.27214
1441,324.75528
1442,98.10602
1443,96.89772
1444,132.0085
1445,67.11185
1446,127.86404
1447,74.276375
1448,152.29709
1449,130.61436
1450,144.05325
1451,302.0495
1452,10494.322
1453,122.75076
1454,119.845146
1455,35.053745
1456,122.694595
1457,119.10424
1458,131.7005
1459,107.249664
1460,69.63428
1461,114.55545
1462,110.222176
1463,139.25343
1464,121.0108
1465,72.71888
1466,131.71751
1467,159.86104
1468,127.60364
1469,79.62714
1470,97.27438
1471,131.90239
1472,70.12789
1473,174.4185
1474,111.323746
1475,98.75301
1476,164.60187
1477,133.35567
1478,106.24295
1479,80.39664
1480,88.459114
1481,217.62906
1482,169.53474
1483,114.17631
1484,114.31098
1485,131.83885
1486,148.69499
1487,86.24567
1488,134.74332
1489,120.83607
1490,199.53395
1491,125.32604
1492,107.24603
1493,140.99811
1494,60.20037
1495,164.69983
1496,138.95792
1497,313.76422
1498,122.69065
1499,99.559685
1500,109.952324
1501,42.800377
1502,161.6825
1503,204.52248
1504,61.709404
1505,110.91838
1506,171.82306
1507,147.03622
1508,79.31129
1509,144.79553
1510,152.34546
1511,97.577324
1512,97.538185
1513,223.96638
1514,88.836
1515,120.28042
1516,157.83723
1517,124.98553
1518,161.09836
1519,78.7745
1520,71.26135
1521,206.62427
1522,1908.3308
1523,76.46607
1524,121.58823
1525,119.77771
1526,1641.8372
1527,183.80017
1528,145.58806
1529,206.68867
1530,89.41559
1531,104.46988
1532,214.12827
1533,57.979145
1534,121.37783
1535,106.11884
1536,158.95738
1537,106.26472
1538,120.67759
1539,111.63797
1540,119.93923
1541,169.80789
1542,200.15172
1543,131.80458
1544,174.37077
1545,113.32471
1546,233.38277
1547,261.07104
1548,116.52974
1549,63.676987
1550,125.59449
1551,170.76112
1552,124.265915
1553,205.33884
1554,111.94251
1555,180.00464
1556,212.30501
1557,86.95725
1558,101.225174
1559,191.13795
1560,177.54514
1561,131.78658
1562,189.45854
1563,226.8311
1564,110.2448
1565,132.55713
1566,153.44025
1567,61.947495
1568,100.090546
1569,153.82469
1570,105.89281
1571,134.49576
1572,112.11869
1573,148.0559
1574,158.61131
1575,115.90878
1576,139.537
1577,3522.083
1578,128.12744
1579,121.27168
1580,142.9917
1581,119.81684
1582,130.98909
1583,200.86969
1584,96.43401
1585,60.883327
1586,139.6462
1587,120.40117
1588,235.68405
1589,81.7006
1590,92.91409
1591,166.13036
1592,6894.7896
1593,128.5537
1594,157.73132
1595,105.2627
1596,154.57451
1597,101.51065
1598,92.557526
1599,149.24574
1600,110.81396
1601,148.99707
1602,146.36449
1603,190.24547
1604,78.35137
1605,222.54883
1606,69.43745
1607,68.55218
1608,117.23654
1609,252.21126
1610,140.99069
1611,151.71257
1612,67.54253
1613,130.59193
1614,170.6093
1615,116.88176
1616,171.24126
1617,83.04702
1618,107.21156
1619,116.56497
1620,131.08745
1621,124.119774
1622,95.1936
1623,93.6062
1624,103.2017
1625,180.53824
1626,134.32896
1627,102.82153
1628,142.79317
1629,107.46264
1630,119.9854
1631,89.661476
1632,173.57806
1633,193.90233
1634,108.905106
1635,99.667915
1636,220.34961
1637,116.37038
1638,102.72044
1639,111.00675
1640,196.62598
1641,142.24632
1642,136.32788
1643,164.12506
1644,201.6276
1645,278.93314
1646,80.28821
1647,93.71097
1648,95.83347
1649,113.88487
1650,96.342964
1651,186.3811
1652,171.37987
1653,116.13247
1654,98.27285
1655,143.49507
1656,3525.4065
1657,115.49404
1658,161.74663
1659,71.710396
1660,180.39005
1661,152.21788
1662,116.958786
1663,213.47571
1664,141.37616
1665,55.63158
1666,97.14235
1667,146.28531
1668,167.6394
1669,190.41187
1670,168.2735
1671,153.38385
1672,101.106384
1673,242.50746
1674,79.98479
1675,204.37946
1676,105.56715
1677,71.17871
1678,130.82909
1679,134.5692
1680,149.60083
1681,133.78427
1682,57.832657
1683,95.63454
1684,114.47402
1685,208.24075
1686,111.686386
1687,88.51564
1688,138.8017
1689,152.59254
1690,132.77208
1691,155.97458
1692,142.22961
1693,179.5562
1694,259.0306
1695,91.914955
1696,122.023674
1697,9424.103
1698,5428.4917
1699,104.33704
1700,240.55792
1701,134.29306
1702,92.89963
1703,99.35678
1704,76.89427
1705,95.38163
1706,100.70137
1707,105.59251
1708,97.366615
1709,184.20462
1710,117.17797
1711,431.28503
1712,147.56468
1713,6354.383
1714,10497.672
1715,15851.875
1716,8873.713
1717,6025.355
1718,7549.367
1719,12118.52
1720,11923.6455
1721,5860.436
1722,7467.3354
1723,9827.173
1724,11195.113
1725,10628.582
1726,8742.961
1727,8503.827
1728,5734.4775
1729,9086.555
1730,13838.821
1731,16792.918
1732,14985.304
1733,9183.5205
1734,7273.4204
1735,8378.396
1736,4750.5034
1737,11274.471
1738,15266.561
1739,10593.876
1740,9547.632
1741,8786.005
1742,6657.0566
1743,5081.039
1744,14371.803
1745,10172.175
1746,7229.052
1747,6892.516
1748,9640.109
1749,5072.7314
1750,10655.775
1751,6682.114
1752,7106.213
1753,9299.14
1754,8168.1396
1755,6969.45
1756,7937.7275
1757,5474.474
1758,9695.869
1759,10197.589
1760,14786.515
1761,8177.0425
1762,11503.883
1763,8499.275
1764,13690.756
1765,10280.09
1766,14886.994
1767,5835.2466
1768,6654.051
1769,10266.987
1770,7503.422
1771,10082.665
1772,11076.709
1773,8626.552
1774,10504.383
1775,7354.2876
1776,13301.107
1777,5067.237
1778,18370.467
1779,7747.0776
1780,7186.995
1781,12638.753
1782,6663.4272
1783,9123.89
1784,8393.953
1785,11242.064
1786,7097.1616
1787,5824.933
1788,7800.648
1789,9506.71
1790,12907.291
1791,6680.701
1792,9748.685
1793,10593.45
1794,9137.017
1795,7728.4346
1796,9774.841
1797,6576.085
1798,9113.204
1799,7234.772
1800,5186.237
1801,12959.274
1802,8621.002
1803,10152.494
1804,8172.025
1805,5382.5693
1806,7729.9365
1807,6071.426
1808,10030.887
1809,10210.549
1810,6377.6636
1811,6322.682
